WEIGHT,CLASS,GROSS CHG,NET,ORG ZIP,DEST ZIP,
3524,55,$787.61 ,$291.87 ,48326,47711,
2352,70,$599.52 ,$286.56 ,30728,48883,
1175,300,"$1,499.18 ",$658.77 ,48326,30728,
250,150,$88.60 ,$103.40 ,48326,49783,
2700,60,$370.71 ,$160.51 ,30728,37122,
740,250,"$1,090.24 ",$439.32 ,48326,30728,
8120,55,"$1,033.68 ",$665.72 ,30728,49254,
3410,250,"$3,199.26 ","$1,285.86 ",48326,28637,
615,250,$906.08 ,$364.80 ,48326,30728,
1053,250,"$1,249.38 ",$549.00 ,48326,27549,
555,250,$979.85 ,$436.03 ,30728,78041,
1136,85,$392.49 ,$140.06 ,48326,60050,
345,85,$88.60 ,$102.33 ,48326,30728,
3410,250,"$3,199.26 ","$1,283.65 ",48326,28637,
195,200,$123.10 ,$79.95 ,48326,48170,
600,175,$612.96 ,$266.04 ,30728,60803,
485,250,$736.65 ,$410.44 ,30728,48326,
585,300,"$1,234.94 ",$548.00 ,30728,78041,
1231,55,$231.67 ,$85.85 ,48326,48883,
1189,55,$223.77 ,$82.92 ,48326,48883,
6106,55,$628.00 ,$628.00 ,48326,11901,
1245,55,$234.31 ,$86.82 ,48326,48883,
469,300,$618.55 ,$359.17 ,30728,40601,
1445,65,$449.54 ,$199.63 ,30728,48326,
1771,250,"$1,658.54 ",$949.16 ,30728,64153,
160,150,$86.00 ,$100.45 ,30728,49783,
1200,250,$862.08 ,$363.58 ,30728,42240,
2779,100,$800.07 ,$301.36 ,48326,60050,
289,150,$88.60 ,$102.51 ,30728,38501,
876,250,"$1,291.80 ",$571.66 ,48326,12832,
1370,250,$984.21 ,$414.73 ,30728,42240,
569,250,$632.44 ,$266.95 ,30728,40245,
569,250,$632.44 ,$266.95 ,40245,30728,
4100,55,$658.00 ,$272.83 ,30728,28214,
225,150,$86.00 ,$100.36 ,30728,45320,
3948,55,$653.50 ,$235.20 ,48326,45342,
1045,250,"$1,210.95 ",$487.13 ,48326,28613,
226,300,$452.16 ,$227.50 ,30728,60473,
4100,55,$658.00 ,$272.60 ,30728,28214,
4100,55,$943.50 ,$397.57 ,48326,28214,
748,55,$394.12 ,$186.41 ,48309,78041,
560,100,$325.25 ,$144.20 ,30728,48326,
2958,55,$661.11 ,$242.98 ,47711,48326,
2958,55,$661.11 ,$242.98 ,48326,47711,
226,300,$452.16 ,$227.34 ,30728,60473,
582,65,$86.00 ,$100.02 ,30728,44077,
1055,70,$164.69 ,$78.00 ,48309,48326,
1055,70,$164.69 ,$78.00 ,48326,48309,
1328,250,$954.04 ,$401.00 ,30728,42240,
6736,55,"$1,084.50 ",$436.63 ,47711,48326,
6736,55,"$1,084.50 ",$436.63 ,48326,47711,
1740,250,"$1,876.40 ",$809.34 ,48326,28637,
691,125,$450.46 ,$191.56 ,30728,25276,
3104,100,$746.20 ,$293.29 ,48326,44114,
1722,55,$491.20 ,$209.26 ,30728,48174,
691,125,$450.46 ,$191.40 ,30728,25276,
1303,250,"$1,509.92 ",$605.31 ,48326,28613,
244,150,$138.01 ,$103.19 ,48326,25703,
500,250,$709.50 ,$284.92 ,30728,43506,
500,250,$709.50 ,$284.92 ,43506,30728,
735,175,$195.15 ,$153.14 ,30728,37388,
8200,55,"$1,043.86 ",$665.17 ,30728,49254,
3101,55,$693.07 ,$253.67 ,47711,48326,
3101,55,$693.07 ,$253.67 ,48326,47711,
1145,250,"$1,625.67 ",$726.83 ,30728,78041,
1255,250,"$1,403.34 ",$581.89 ,48326,30728,
132,300,$250.52 ,$142.14 ,30728,64153,
3885,60,$856.00 ,$354.93 ,48326,37122,
2727,100,$655.57 ,$256.84 ,48326,44114,
1080,150,$589.57 ,$237.37 ,48326,49783,
1055,250,"$1,251.76 ",$543.75 ,48326,27536,
400,250,$649.20 ,$285.73 ,30728,46219,
905,250,$535.60 ,$319.99 ,49237,48326,
4700,55,$658.00 ,$310.52 ,30728,28214,
535,250,$768.85 ,$327.53 ,30728,48170,
4100,55,$658.00 ,$270.73 ,30728,28214,
665,300,"$1,008.54 ",$405.36 ,30728,45320,
639,125,$570.24 ,$276.69 ,30728,12183,
177,175,$101.95 ,$80.60 ,48326,60050,
1100,150,$600.49 ,$241.35 ,48326,49783,
550,250,$790.41 ,$336.44 ,30728,48170,
550,300,$935.94 ,$401.70 ,48326,38382,
700,300,"$1,162.49 ",$511.23 ,30728,60473,
300,300,$587.10 ,$235.16 ,48326,49783,
4100,55,$658.00 ,$270.50 ,30728,28214,
550,300,$935.94 ,$401.37 ,48326,38382,
4100,55,$658.00 ,$270.26 ,30728,28214,
4000,250,"$2,579.60 ","$1,486.61 ",48326,30728,
525,100,$304.92 ,$128.38 ,48326,30728,
1210,55,$227.72 ,$83.34 ,48326,48883,
1087,300,"$1,204.82 ",$511.93 ,30728,25703,
1180,250,"$1,351.93 ",$544.78 ,48326,28762,
600,100,$348.48 ,$153.12 ,48326,38474,
4100,55,$658.00 ,$270.03 ,30728,28214,
5900,60,"$1,010.08 ",$426.71 ,48326,37122,
3501,65,$859.85 ,$368.13 ,30728,44077,
179,300,$284.36 ,$151.81 ,30728,25703,
310,150,$86.00 ,$100.36 ,30728,30165,
5660,60,$968.99 ,$408.66 ,48326,37122,
557,55,$199.24 ,$76.70 ,47711,48326,
557,55,$199.24 ,$76.70 ,48326,47711,
865,60,$86.00 ,$100.45 ,48326,44077,
721,100,$366.12 ,$158.86 ,48326,26362,
2965,150,$711.27 ,$711.27 ,30728,48170,
2039,100,$587.03 ,$217.53 ,48326,60050,
1162,55,$253.08 ,$92.63 ,48326,45342,
2411,175,"$1,437.67 ",$611.36 ,30728,46809,
300,100,$285.78 ,$162.30 ,48326,78041,
191,250,$214.80 ,$120.30 ,30728,40601,
643,100,$318.16 ,$141.52 ,30728,25276,
300,100,$86.00 ,$100.19 ,48326,30728,
516,250,$573.53 ,$238.01 ,30728,40245,
516,250,$573.53 ,$238.01 ,40245,30728,
945,250,$535.60 ,$330.89 ,49237,48326,
1356,55,$271.61 ,$97.75 ,48326,49042,
305,125,$178.79 ,$103.36 ,48326,25276,
672,300,$800.35 ,$322.23 ,30728,29303,
860,55,$303.50 ,$130.26 ,30728,44077,
126,250,$88.60 ,$107.12 ,30728,49503,
400,250,$649.20 ,$282.70 ,30728,46219,
650,250,"$1,147.58 ",$498.95 ,30728,78041,
2565,250,"$1,529.00 ",$614.54 ,30728,28613,
400,250,$649.20 ,$282.24 ,30728,46219,
335,175,$225.68 ,$134.58 ,30728,35046,
4718,55,"$1,249.00 ",$572.04 ,48326,11901,
696,100,$409.18 ,$175.91 ,30728,60050,
280,150,$86.00 ,$100.36 ,48326,45320,
280,150,$86.00 ,$100.36 ,48326,45320,
142,250,$261.22 ,$112.81 ,48326,28677,
173,250,$86.00 ,$99.85 ,48326,49505,
289,150,$86.00 ,$100.28 ,30728,38501,
910,70,$88.60 ,$106.23 ,48326,45845,
280,150,$86.00 ,$100.19 ,48326,45320,
285,150,$86.00 ,$145.79 ,30728,60050,
1222,55,$190.75 ,$77.03 ,48326,48174,
3249,55,$726.15 ,$261.35 ,47711,48326,
3249,55,$726.15 ,$261.35 ,48326,47711,
2439,55,$545.12 ,$196.19 ,47711,48326,
2439,55,$545.12 ,$196.19 ,48326,47711,
3207,55,$716.76 ,$257.96 ,47711,48326,
3207,55,$716.76 ,$257.96 ,48326,47711,
485,175,$123.90 ,$151.78 ,30728,37388,
155,250,$86.00 ,$100.36 ,30728,40245,
155,250,$86.00 ,$100.36 ,40245,30728,
700,175,$339.22 ,$143.25 ,30728,37388,
1170,85,$528.49 ,$212.60 ,48326,38024,
1583,55,$391.48 ,$157.21 ,47711,43506,
1583,55,$391.48 ,$157.21 ,43506,47711,
490,175,$123.90 ,$153.26 ,30728,37388,
483,250,$517.30 ,$302.02 ,30728,40601,
1320,250,"$1,874.14 ",$823.18 ,30728,78041,
1060,70,$179.67 ,$76.70 ,48375,48326,
1060,70,$179.67 ,$76.70 ,48326,48375,
541,100,$318.05 ,$136.17 ,30728,60050,
1271,65,$385.75 ,$165.83 ,30728,44077,
1740,250,"$1,876.40 ",$792.02 ,48326,28637,
335,125,$86.00 ,$100.28 ,43506,49505,
895,100,$446.20 ,$224.94 ,30728,60050,
250,150,$90.88 ,$76.70 ,48326,48170,
555,250,$616.88 ,$253.59 ,30728,40245,
555,250,$616.88 ,$253.59 ,40245,30728,
1219,60,$346.68 ,$139.33 ,30728,45845,
1241,55,$233.56 ,$84.06 ,48326,48883,
3493,55,$780.69 ,$279.78 ,47711,48326,
3493,55,$780.69 ,$279.78 ,48326,47711,
2903,55,$648.82 ,$232.52 ,47711,48326,
2903,55,$648.82 ,$232.52 ,48326,47711,
1740,250,"$1,876.40 ",$790.02 ,48326,28637,
2467,250,"$2,473.38 ","$1,016.78 ",48326,27549,
2165,100,$623.30 ,$228.13 ,48326,60050,
1130,100,$618.22 ,$293.14 ,30707,78041,
1086,300,"$1,470.34 ",$654.53 ,48326,27549,
700,200,$803.19 ,$338.45 ,30728,48326,
1190,300,"$1,369.57 ",$550.46 ,30728,45320,
1363,250,"$1,617.20 ",$687.71 ,48326,27549,
780,250,"$1,090.80 ",$467.77 ,30728,48170,
477,70,$99.31 ,$76.38 ,48309,48326,
477,70,$99.31 ,$76.38 ,48326,48309,
345,85,$88.60 ,$102.33 ,30728,48326,
244,125,$140.54 ,$78.98 ,48326,60050,
1126,100,$436.10 ,$190.22 ,30728,25276,
850,85,$424.60 ,$170.95 ,30728,43506,
850,85,$424.60 ,$170.95 ,43506,30728,
135,300,$88.60 ,$107.03 ,40210,48326,
135,300,$88.60 ,$107.03 ,48326,40210,
4100,55,$658.00 ,$264.69 ,30728,28214,
1331,55,$250.49 ,$89.77 ,48326,48883,
3589,55,$802.14 ,$286.24 ,48326,47711,
3589,55,$802.14 ,$286.24 ,47711,48326,
480,70,$104.10 ,$76.70 ,48309,48326,
480,70,$104.10 ,$76.70 ,48326,48309,
2190,250,"$1,982.17 ",$796.69 ,48326,30728,
650,100,$442.20 ,$205.83 ,30728,78041,
4100,55,$658.00 ,$264.24 ,30728,28214,
760,300,"$1,166.60 ",$469.69 ,30728,43113,
1013,55,$220.63 ,$79.40 ,48326,45342,
180,150,$112.39 ,$80.28 ,47710,48326,
180,150,$112.39 ,$80.28 ,48326,47710,
4100,55,$658.00 ,$264.01 ,30728,28214,
915,150,$545.90 ,$257.52 ,48326,49783,
2285,70,$462.48 ,$173.50 ,48326,60085,
440,300,$698.98 ,$365.53 ,30728,25703,
1035,125,$743.13 ,$360.56 ,30728,12183,
725,300,"$1,114.47 ",$447.55 ,30728,43113,
1460,100,$798.77 ,$376.57 ,30707,78041,
1190,175,$432.45 ,$162.88 ,30728,37388,
1370,175,$497.85 ,$187.51 ,30728,37388,
305,300,$646.63 ,$285.20 ,48326,19605,
1285,175,$466.97 ,$175.74 ,30728,37388,
1175,300,"$1,499.18 ",$658.77 ,30728,48326,
1024,250,"$1,131.32 ",$480.70 ,30728,60473,
700,250,"$1,005.97 ",$416.76 ,30728,48170,
748,300,$856.61 ,$352.15 ,30728,42240,
365,85,$170.31 ,$76.70 ,48326,49512,
225,175,$81.79 ,$78.98 ,48326,48111,
4451,55,$636.00 ,$255.84 ,48326,44077,
1575,250,"$1,718.01 ",$738.58 ,30728,48170,
715,70,$86.00 ,$100.28 ,30728,47711,
715,70,$86.00 ,$100.28 ,47711,30728,
864,55,$354.80 ,$157.12 ,48326,11901,
1554,55,$338.46 ,$121.30 ,48326,45342,
1168,55,$254.39 ,$91.17 ,48326,45342,
1725,250,"$2,417.80 ","$1,061.23 ",30728,78041,
1323,250,"$1,479.38 ",$594.60 ,48326,30728,
600,250,$938.04 ,$377.02 ,48326,27549,
345,250,$649.81 ,$269.43 ,48326,27302,
1200,100,$528.96 ,$225.34 ,48326,30728,
4140,60,$856.00 ,$366.48 ,48326,37122,
513,250,$530.75 ,$213.32 ,30728,28613,
1205,250,"$1,347.43 ",$541.10 ,48326,30728,
1200,250,"$1,308.96 ",$561.80 ,30707,48170,
1540,250,"$1,192.20 ",$478.35 ,30728,28613,
740,250,"$1,090.24 ",$439.32 ,30728,48326,
3769,55,$805.00 ,$298.31 ,47711,48326,
3769,55,$805.00 ,$298.31 ,48326,47711,
253,150,$143.10 ,$103.36 ,48326,25703,
615,250,$906.08 ,$364.80 ,30728,48326,
247,150,$89.78 ,$74.75 ,48326,48188,
1190,250,"$1,330.66 ",$533.45 ,48326,30728,
130,250,$157.64 ,$79.95 ,48326,60050,
4475,55,$636.00 ,$256.28 ,48326,44077,
1275,250,"$1,512.79 ",$635.86 ,48326,27596,
410,300,$869.24 ,$381.05 ,48326,19605,
404,300,$856.52 ,$375.47 ,48326,19605,
150,300,$327.42 ,$152.36 ,48326,12832,
700,250,$724.22 ,$290.09 ,30728,28613,
875,150,$404.80 ,$267.76 ,43506,54961,
3035,100,"$1,082.89 ",$456.32 ,48326,30728,
2120,150,$566.67 ,$229.08 ,30728,30165,
8650,60,"$1,124.00 ",$450.21 ,30728,28214,
4491,55,$636.00 ,$256.28 ,48326,44077,
4100,60,$658.00 ,$277.27 ,30728,28214,
3846,150,"$1,028.04 ",$414.92 ,30728,30165,
935,55,$86.00 ,$100.19 ,48326,44077,
1585,300,"$1,143.24 ",$459.50 ,30728,30165,
1205,250,"$1,331.28 ",$579.29 ,30728,49036,
355,85,$86.00 ,$100.28 ,48326,30728,
2081,150,$556.26 ,$224.31 ,30728,30165,
1225,250,$880.04 ,$354.31 ,30728,42240,
272,250,$328.66 ,$177.93 ,30728,41094,
199,250,$86.00 ,$100.36 ,30728,30165,
939,55,$86.00 ,$100.45 ,48326,45342,
714,55,$196.42 ,$76.38 ,48326,44114,
1177,250,$845.56 ,$340.15 ,30728,42240,
865,250,"$1,419.80 ",$646.21 ,30728,78041,
6161,55,$991.92 ,$382.30 ,47711,48326,
6161,55,$991.92 ,$382.30 ,48326,47711,
634,250,$704.69 ,$283.96 ,30728,40245,
634,250,$704.69 ,$283.96 ,40245,30728,
913,250,$920.94 ,$448.67 ,30728,45320,
4100,55,$943.50 ,$379.54 ,48326,28214,
711,55,$216.71 ,$81.63 ,48326,45030,
149,300,$86.00 ,$99.93 ,30728,42240,
1255,250,"$1,403.34 ",$581.89 ,30728,48326,
1295,250,$930.33 ,$373.60 ,30728,42240,
681,100,$345.81 ,$145.19 ,48326,26362,
600,100,$408.18 ,$186.94 ,30707,78041,
198,300,$419.78 ,$182.52 ,48326,19605,
162,300,$343.46 ,$149.33 ,48326,19605,
404,300,$856.52 ,$372.40 ,48326,19605,
404,300,$856.52 ,$372.40 ,48326,19605,
404,300,$856.52 ,$372.40 ,48326,19605,
404,300,$856.52 ,$372.40 ,48326,19605,
4866,55,"$1,249.00 ",$573.20 ,48326,11901,
1150,250,"$1,155.18 ",$455.51 ,30728,27549,
1050,250,$754.32 ,$302.40 ,30728,42240,
1850,55,$491.20 ,$209.43 ,30728,44077,
910,85,$88.60 ,$107.83 ,48359,48326,
910,85,$88.60 ,$107.83 ,48326,48359,
1775,65,$353.60 ,$151.77 ,48326,44077,
4100,55,$943.50 ,$378.24 ,48326,28214,
4600,55,"$1,249.00 ",$540.82 ,48326,11901,
339,300,$718.71 ,$311.85 ,48326,19605,
404,300,$856.52 ,$371.64 ,48326,19605,
770,175,$153.31 ,$153.14 ,30728,37388,
721,55,$198.35 ,$76.70 ,48326,44114,
260,150,$88.60 ,$104.90 ,48326,40601,
1100,125,$351.12 ,$184.25 ,48326,45103,
830,250,"$1,008.70 ",$405.42 ,30728,45320,
268,150,$151.58 ,$107.99 ,48326,25703,
1185,100,$528.75 ,$228.44 ,30728,60050,
900,85,$88.60 ,$106.32 ,48326,48051,
405,300,$858.64 ,$371.79 ,48326,19605,
1283,250,$995.61 ,$392.58 ,30728,28613,
525,100,$304.92 ,$128.38 ,30728,48326,
840,55,$86.00 ,$99.93 ,47711,30728,
840,55,$86.00 ,$99.93 ,30728,47711,
450,250,$703.53 ,$345.74 ,48326,27302,
404,250,$713.79 ,$310.35 ,48326,19605,
518,250,$665.01 ,$262.22 ,30728,27549,
3917,55,$652.00 ,$262.06 ,47711,30728,
3917,55,$652.00 ,$262.06 ,30728,47711,
300,100,$86.00 ,$100.19 ,30728,48326,
665,100,$386.23 ,$155.37 ,48326,30728,
1200,250,"$1,308.96 ",$552.04 ,30728,48170,
399,70,$151.98 ,$76.05 ,48326,45030,
1283,250,$995.61 ,$391.32 ,30728,28613,
4000,250,"$2,579.60 ","$1,486.61 ",30728,48326,
620,300,$710.02 ,$285.87 ,30728,42240,
725,300,$830.27 ,$334.28 ,30728,42240,
1100,70,$354.64 ,$145.79 ,48326,28645,
518,250,$665.01 ,$261.59 ,30728,27549,
4443,55,$867.50 ,$394.87 ,30728,44077,
1826,55,$491.20 ,$210.30 ,30728,48174,
121,250,$302.89 ,$150.26 ,48326,78041-5611,
685,150,$86.00 ,$135.28 ,48326,48174,
1875,60,$485.20 ,$207.73 ,48326,37122,
3276,70,$663.06 ,$242.68 ,48326,60085,
796,300,"$1,275.90 ",$529.49 ,48326,30728,
880,55,$303.50 ,$128.00 ,30728,44077,
655,100,$380.42 ,$152.63 ,48326,30728,
666,300,$762.70 ,$306.55 ,30728,42240,
726,55,$199.72 ,$76.70 ,48326,44114,
723,55,$198.90 ,$76.38 ,48326,44114,
273,250,$514.20 ,$228.17 ,48326,27549,
910,85,$88.60 ,$106.85 ,48326,48051,
570,250,$545.95 ,$219.62 ,30728,42240,
247,125,$102.98 ,$80.28 ,48326,53144,
926,250,"$1,291.80 ",$569.35 ,48326,12832,
790,70,$156.10 ,$80.28 ,48309,48326,
790,70,$156.10 ,$80.28 ,48326,48309,
770,175,$153.31 ,$151.90 ,30728,37388,
595,250,$546.92 ,$219.82 ,30728,37091,
288,250,$347.99 ,$185.59 ,30728,41094,
5315,60,$909.93 ,$366.04 ,48326,37122,
5050,60,$864.56 ,$347.78 ,48326,37122,
568,300,"$1,013.26 ",$416.18 ,48326,27549,
770,175,$153.31 ,$151.65 ,30728,37388,
1120,250,$933.97 ,$376.03 ,30728,40245,
1120,250,$933.97 ,$376.03 ,40245,30728,
400,300,$740.76 ,$323.10 ,30728,46219,
5130,60,$878.26 ,$353.00 ,48326,37122,
260,150,$86.00 ,$100.45 ,48326,49783,
1109,55,$228.79 ,$84.43 ,48326,44114,
886,250,"$1,419.80 ",$651.59 ,30707,78041-5611,
550,100,$381.48 ,$162.52 ,30728,49783,
450,200,$573.70 ,$276.39 ,48326,30728,
5530,60,$946.74 ,$380.20 ,48326,37122,
3660,70,$610.85 ,$369.09 ,30728,46706,
720,250,$689.62 ,$276.46 ,30728,42240,
1610,125,$820.13 ,$366.59 ,48326,2895,
3600,70,$433.08 ,$235.66 ,48326,46706,
855,60,$299.60 ,$122.95 ,48326,37122,
1246,250,"$1,039.04 ",$417.62 ,30728,40245,
1246,250,"$1,039.04 ",$417.62 ,40245,30728,
1082,55,$290.19 ,$107.54 ,47711,48326,
1082,55,$290.19 ,$107.54 ,48326,47711,
400,300,$740.76 ,$321.78 ,30728,46219,
832,250,$597.71 ,$318.52 ,30728,42240,
550,250,$378.95 ,$150.04 ,30728,37388,
1272,55,$198.56 ,$76.70 ,48326,48174,
1090,150,$289.50 ,$181.56 ,30728,37091,
152,250,$286.29 ,$115.26 ,48326,27302,
203,175,$94.72 ,$80.28 ,48326,49505,
745,55,$204.95 ,$78.00 ,48326,44114,
2420,100,"$1,127.24 ",$507.17 ,30728,78041,
107,300,$140.92 ,$76.38 ,48326,60803,
262,250,$343.38 ,$167.58 ,30728,39046,
364,250,$685.59 ,$301.26 ,48326,27549,
905,250,$535.60 ,$319.99 ,48326,49237,
356,250,$670.53 ,$269.50 ,48326,27302,
276,150,$88.60 ,$102.33 ,30728,40601,
5661,55,$911.42 ,$343.31 ,47711,48326,
5661,55,$911.42 ,$343.31 ,48326,47711,
1320,100,$722.17 ,$328.52 ,30728,78041,
728,55,$200.27 ,$76.05 ,48326,44114,
2479,100,$713.70 ,$250.33 ,48326,60050,
735,175,$356.19 ,$143.37 ,30728,37388,
1170,60,$299.40 ,$112.78 ,40258,48326,
1170,60,$299.40 ,$112.78 ,48326,40258,
187,175,$107.71 ,$79.95 ,48326,60050,
735,175,$356.19 ,$143.25 ,30728,37388,
1740,250,"$1,876.40 ",$755.47 ,48326,28637,
295,150,$86.00 ,$100.45 ,48326,45320,
145,250,$86.00 ,$100.28 ,30728,43113,
1798,85,$394.40 ,$144.35 ,48375,48326,
1798,85,$394.40 ,$144.35 ,48326,48375,
832,55,$303.50 ,$121.67 ,30728,48174,
5576,55,$897.74 ,$336.79 ,47711,48326,
5576,55,$897.74 ,$336.79 ,48326,47711,
150,250,$86.00 ,$100.28 ,30728,45320,
1155,175,$229.96 ,$151.90 ,30728,37388,
1860,55,$491.20 ,$210.65 ,30728,48174,
471,55,$152.40 ,$76.70 ,48326,45030,
7930,60,"$1,258.00 ",$538.59 ,48326,37122,
2813,70,$569.35 ,$204.91 ,48326,60085,
3426,70,$693.42 ,$249.56 ,48326,60085,
3426,70,$693.42 ,$249.56 ,48326,60085,
865,85,$86.00 ,$99.93 ,48326,48051,
250,300,$435.83 ,$199.11 ,30728,32404,
1860,55,$491.20 ,$210.30 ,30728,48174,
568,250,$729.20 ,$281.51 ,30728,27549,
3867,55,$805.00 ,$294.62 ,47711,48326,
3867,55,$805.00 ,$294.62 ,48326,47711,
4500,55,$658.00 ,$277.27 ,30728,28214,
480,300,$787.06 ,$447.61 ,30728,48162,
805,250,"$1,090.80 ",$459.64 ,30728,48170,
1132,250,$878.44 ,$338.00 ,30728,28677,
1058,55,$283.76 ,$103.86 ,47711,48326,
1058,55,$283.76 ,$103.86 ,48326,47711,
355,85,$86.00 ,$100.28 ,30728,48326,
576,250,$595.93 ,$239.73 ,30728,38305,
2190,250,"$1,982.17 ",$796.69 ,30728,48326,
4500,55,$658.00 ,$277.04 ,30728,28214,
514,125,$88.60 ,$106.85 ,48326,44621,
945,250,$535.60 ,$330.89 ,48326,49237,
3210,100,"$1,495.22 ",$665.46 ,30728,78041,
7704,55,"$1,018.47 ",$580.91 ,30728,48883,
728,250,$753.19 ,$302.73 ,30728,40601,
1323,250,"$1,479.38 ",$594.60 ,30728,48326,
1918,250,"$1,796.21 ",$948.39 ,30728,64153,
1200,100,$528.96 ,$225.34 ,30728,48326,
2170,100,"$1,010.79 ",$449.48 ,30728,78041,
600,100,$348.48 ,$142.89 ,48326,38474,
1205,250,"$1,347.43 ",$541.10 ,30728,48326,
240,250,$405.10 ,$179.61 ,30728,46517,
750,250,"$1,091.63 ",$439.13 ,30728,49036,
354,125,$86.00 ,$100.28 ,48326,49505,
686,250,$709.74 ,$284.77 ,30728,40601,
315,150,$88.60 ,$106.32 ,48326,45320,
620,250,$641.45 ,$257.15 ,30728,40601,
1190,250,"$1,330.66 ",$533.45 ,30728,48326,
1600,60,$388.64 ,$152.63 ,48326,25507,
1007,250,"$1,194.81 ",$481.46 ,48326,27536,
500,100,$265.55 ,$106.73 ,30728,45845,
1395,100,$763.20 ,$342.52 ,30728,78041,
1499,100,$517.90 ,$195.87 ,48326,60050,
1075,250,"$1,275.49 ",$513.53 ,48326,27549,
3276,70,$663.06 ,$236.61 ,48326,60085,
252,125,$105.86 ,$79.95 ,48326,53144,
595,55,$212.83 ,$76.38 ,47711,48326,
595,55,$212.83 ,$76.38 ,48326,47711,
855,60,$299.60 ,$120.41 ,48326,37122,
1195,100,$653.78 ,$293.08 ,30728,78041,
780,300,"$1,362.04 ",$573.94 ,30728,64153,
540,300,$370.55 ,$172.77 ,30728,37416,
860,60,$86.00 ,$100.36 ,48326,60714,
204,250,$366.55 ,$158.24 ,30728,60050,
120,250,$86.00 ,$100.10 ,30728,64153,
380,70,$88.60 ,$106.23 ,30728,49783,
1920,70,$310.85 ,$130.58 ,48375,48326,
1920,70,$310.85 ,$130.58 ,48326,48375,
4080,60,$856.00 ,$344.34 ,48326,37122,
520,100,$353.76 ,$156.03 ,30728,78041,
165,250,$86.00 ,$100.28 ,30728,40245,
165,250,$86.00 ,$100.28 ,40245,30728,
1536,100,$530.69 ,$199.90 ,48326,60050,
1800,300,"$2,625.64 ","$1,054.41 ",30728,64153,
253,150,$75.00 ,$89.02 ,30728,35490,
600,200,$648.06 ,$281.20 ,30728,72908,
1007,250,"$1,194.81 ",$478.99 ,48326,27536,
1007,250,"$1,194.81 ",$478.99 ,48326,27536,
880,65,$88.60 ,$107.74 ,48326,60714,
304,175,$269.74 ,$262.40 ,30728,88008,
752,55,$268.20 ,$96.12 ,47711,48326,
752,55,$268.20 ,$96.12 ,48326,47711,
325,250,$392.70 ,$203.71 ,30728,41094,
4274,55,$653.50 ,$233.20 ,48326,45342,
3035,100,"$1,082.89 ",$456.32 ,30728,48326,
800,175,$159.28 ,$153.26 ,30728,37388,
170,300,$197.73 ,$109.33 ,43506,60473,
4100,60,$658.00 ,$264.69 ,30728,28214,
254,250,$88.60 ,$103.40 ,30728,37355,
1358,300,$932.95 ,$375.91 ,30728,30165,
161,300,$86.00 ,$100.19 ,30728,35046,
731,55,$201.10 ,$74.75 ,48326,44114,
168,300,$329.62 ,$178.14 ,30728,19605,
200,250,$367.92 ,$157.91 ,43506,27549,
160,300,$246.74 ,$115.41 ,30728,27407,
725,100,$493.22 ,$216.21 ,30728,78041,
345,250,$634.66 ,$255.09 ,48326,28613,
309,150,$86.00 ,$99.85 ,30728,38501,
1530,65,$464.36 ,$186.47 ,30728,44256,
4100,60,$658.00 ,$264.01 ,30728,28214,
335,150,$86.00 ,$100.10 ,30728,30165,
471,85,$308.20 ,$126.81 ,48326,27215,
3820,100,"$1,779.36 ",$780.02 ,30728,78041,
2130,100,$992.15 ,$434.93 ,30728,78041,
849,60,$88.60 ,$102.33 ,40258,30728,
849,60,$88.60 ,$102.33 ,30728,40258,
200,250,$88.60 ,$107.29 ,48326,49512,
150,400,$166.43 ,$109.95 ,48326,48101,
1100,100,$601.81 ,$267.05 ,30707,78041,
1075,55,$288.32 ,$103.77 ,47711,48326,
1075,55,$288.32 ,$103.77 ,48326,47711,
1109,55,$297.43 ,$107.05 ,47711,48326,
1109,55,$297.43 ,$107.05 ,48326,47711,
1186,55,$318.09 ,$114.48 ,47711,48326,
1186,55,$318.09 ,$114.48 ,48326,47711,
750,55,$206.31 ,$76.38 ,48326,44114,
625,250,$430.63 ,$165.70 ,30728,37388,
767,100,$446.20 ,$179.80 ,30728,60050,
1170,60,$299.40 ,$110.04 ,40258,48326,
1170,60,$299.40 ,$110.04 ,48326,40258,
1216,250,"$1,221.47 ",$459.69 ,30728,27549,
2347,60,$389.60 ,$160.02 ,40258,30728,
2347,60,$389.60 ,$160.02 ,30728,40258,
184,175,$105.98 ,$76.70 ,48326,60050,
4370,60,$856.00 ,$364.66 ,48326,37122,
1015,150,$403.67 ,$227.39 ,30728,45320,
365,250,$631.92 ,$279.49 ,30728,48162,
350,250,$613.69 ,$267.90 ,30728,60803,
1114,300,"$1,033.57 ",$388.98 ,30728,28677,
13955,60,"$1,755.54 ",$740.39 ,48326,37122,
665,100,$386.23 ,$155.37 ,30728,48326,
176,300,$403.81 ,$199.20 ,30728,78041,
805,175,$160.27 ,$152.64 ,30728,37388,
840,250,"$1,118.20 ",$449.05 ,48326,30728,
626,100,$283.33 ,$106.73 ,48326,60188,
500,300,$767.55 ,$288.86 ,30728,27549,
1072,250,$831.87 ,$313.07 ,30728,28677,
1170,60,$299.40 ,$109.58 ,40258,48326,
1170,60,$299.40 ,$109.58 ,48326,40258,
248,175,$290.04 ,$119.64 ,30728,43078,
750,100,$510.23 ,$221.84 ,30728,78041,
500,100,$340.15 ,$147.89 ,30728,78041,
